question,answer,intent
Heparin is the commonly used anticoagulant in cardiac surgery. All of the following are true about heparin except-,Weakest acid found in living things,treatment_procedure
One of the following is the first enzyme to be released at the site of wound?,Aminopeptidase,general_faq
Sign of diabetic ketoacidosis is-,Loss of sweating,general_faq
Which of the following drug is used in scabies as single oral dose agent: March 2011,Permethrin,medicine_info
Most common complication after ERCP is,Acute Pancreatitis,general_faq
Progesterone production in the ovary is primarily by:,Stroma,general_faq
"Which of the following clinical situations is associated with an increase in predominantly conjugated (""direct"") bilirubin?",Physiologic jaundice of the neonate,general_faq
"The use of kinematic face bow is contraindicated in the
edentulous patients because",It has to be used on the mandibular ridge,general_faq
Regarding carcinoma Gallbladder true statement,Squamous cell carcinoma is the most common,general_faq
Which anaesthetic agent increases intracranial tension among the following,Thiopentone,general_faq
Granules of Eleidin are present in which of the following layer?,Stratum corneum,general_faq
Which of the following drug is a long acting beta–2 agonist ?,Albuterol,medicine_info
Antidepressant drug used in nocturnal enuresis is:,Imipramine,medicine_info
"Five days after an uneventful cholecystectomy, an asymptomatic middle-aged woman is found to have a serum sodium level of 125 mEq/L. Which of the following is the most appropriate management strategy for this patient?",Administration of hypeonic saline solution,symptoms_diagnosis
Reversible cause of dementia is -,Alzheimer's disease,general_faq
A obese female having hirsutism on laboratory investigation has high level of LH and androgens. Likely cause is-,PCOS,general_faq
"Which of the following is a feature of papillon lefevre
syndrome?",destructive periodontitis,medicine_info
All are used in the management of head injury patient except?,Neuromuscular paralysis,general_faq
Not a premalignant condition: March 2005,Retinitis pigmentosa,general_faq
Which of the following is false about Takotsubo Cardiomyopathy,Due to major catecholamine discharge,general_faq
"In rheumatic heart disease, infective endocarditis is detected by echocardiogram and the largest vegetations seen are due to-",Streptococcus viridans,general_faq
Hereditary non-polyposis colorectal cancer (HNPCC) has an increased risk of all the following except,Endometrium,general_faq
Iodine RDA is -,300 microgram,general_faq
Spanish windlass was practices in Spain as a method of execution. It is a type of:,Bansdola,symptoms_diagnosis
Dispropoionately increased blood urea levels compared to serum creatinine (urea creatinine ratio 20:1) can be seen in the following except -,Prerenal failure,nutrition_advice
"For RNA, which blotting technique is used -",Western blot,general_faq
Which bacteria acts by inhibiting protein synthesis?,Pseudomonas,general_faq
Panthothenic acid is coenzyme of which of the following reaction (s):,Dehydrogenation,general_faq
Delusion that someone from high socio economic status is loving you is in -,Othello syndrome,general_faq
Oesophageal motility disorder are best diagnosed by?,Barium studies,symptoms_diagnosis
"Quinine given to a patient of falciparum malaria caused sweating and palpitation, the likely cause is?",Cinchonism,nutrition_advice
"Good pasture's syndrome is characterized by all of the following, except:",Glomerulonephritis,general_faq
Main source of energy derived from,Fat,general_faq
Reverse Coarctation is seen in,Giant cell arteritis,general_faq
Measures involved in sentinel surveillance includes all of the following except.,Identifying missing cases in notification of diseases,general_faq
Which of the following drug crosses placenta,Heparin,medicine_info
Vocal cord palsy is not associated with -,Vertebral secondaries,general_faq
Thymic hypoplsia is seen in which of the following,Wiskott Aldrich syndrome,general_faq
Rett's syndrome occurs due to deficiency of ?,Niacin,general_faq
The Triat in which the parents are clinically normal and only siblings are affected but males and females are affected in equal propoions is:,AD,general_faq
Vitamin K is ivolved in the posttranslational modification?,Glutamate,nutrition_advice
True about primary peritonitis,Mostly monobacterial,general_faq
Osgood Schlatter disease is associated with osteochondritis of,Patella,general_faq
Datura seeds resemble -,Ricinus communis,general_faq
Measles is infective for:,One day before and 4 days after rash,general_faq
True about Caspases is?,Involved in apoptosis,general_faq
Metachromatic granules are stained by?,Ponder's stain,general_faq
Finger print bureau was first established in the following country:,India,general_faq
Which of the following drug acts against Pseudomonas -,Piperacillin,medicine_info
Cicatrial Alopecia is seen in:,Tenia Capitis,general_faq
"According to Spetzler-Main criteria, how much score is given for a 5 cm nidus with AV malformation?",3,general_faq
Which of these following statements is wrong about Tacrolimus?,It is one of the macrolide antibiotic,general_faq
Macrosomia is a,Large size baby,general_faq
Which one of the following device conves radioactive emissions to light for detection?,Geiger counter,general_faq
Enterobius commonly inhabit the: September 2011,Duodenum,general_faq
Which of the following results in increase in secretion of ADH?,Hypervolemia,general_faq
Urine osmolality in Diabetes insipidus is,<150 mmol/L,general_faq
1-a hydroxylation in Vitamin-D metabolism takes place in,Skin,nutrition_advice
Magaldrate is conveed by gastric acid to ?,Magnesium hydroxide,general_faq
Which of the following nerves are affected after spinal anaesthetic block –,Motor and sensory only,general_faq
Drug of choice for Treponema Pallidum is?,Penicillin G,medicine_info
"If hemoglobin status of a population with mean value is 10.3 gm % with SD 2 gm%, then 5% population will be below what value of Hb?",6.67,general_faq
Inclusion body conjunctivitis true is all except:,Self limiting,general_faq
"A 55 year old man, a chronic smoker is brought to emergency with history of polyuria, polydipsia, nausea and altered sensorium for last two days. He had been diagnosed as having squamous cell carcinoma of lung two months prior to this. On examination, he was lethargic and confused. An ECG was normal except for a narrowed QT interval. Which one of the following is the most likely metabolic abnormality ?",Hypematremia,symptoms_diagnosis
EBV causes all EXCEPT:,Nasopharyngeal carcinoma,general_faq
"All of the following are required more during lactation as compared to pregnancy, except ?",Iron,general_faq
Not a B cell marker -,CD 19,general_faq
Actinomycosis is commonly seen in -,Tibia,general_faq
"In sebaceous glands, accumulation of sebum leads to:",Milia,general_faq
"A young girl presents with abdominal pain and a recent change in bowel habit, with passage of mucus in stool. There is no associated blood in stool and symptoms are increased with stress. The most likely diagnosis is-",Irritable bowel syndrome,symptoms_diagnosis
Length of umbilical cord is?,40-50 cms,general_faq
Vinyl chloride has been implicated in -,Angiosarcoma of liver,general_faq
Vitamin B12 intrinsic factor absorption occurs in,Duodenum,nutrition_advice
Splenunculi are commonly seen in,Hilum of spleen,general_faq
Causative agent of Favus is:,Tinea schoenleinii,general_faq
Zona Pellucida disappears by:-,Before ferilisation,general_faq
Storage form of thyroid hormone-,Tri-iodo tyrosine,general_faq
Congenital hepatic fibrosis is a characteristic feature of,Multicystic renal dysplasia,nutrition_advice
MHC restriction is a pa of all except aEUR',Antiviral cytotoxic T cell,general_faq
During cardiac imaging the phase of minimum motion of hea is:,Late systole,general_faq
Mandibular nerve does not supply:?,Buccinator,general_faq
"A 68-year-old man is admitted to the coronary care unit with an acute myocardial infarction. His postinfarction course is marked by congestive hea failure and intermittent hypotension. On the fouh day in hospital, he develops severe midabdominal pain. On physical examination, blood pressure is 90/60 mm Hg and pulse is 110 beats per minute and regular; the abdomen is soft with mild generalized tenderness and distention. Bowel sounds are hypoactive; stool Hematest is positive. Which of the following is the most appropriate next step in this patient's management?",Barium enema,nutrition_advice
Drugs undergoing acetylation include all except:,Dapsone,medicine_info
A group of expes discussing a topic in front of the audience without any specific order. This mode of communication is known as: September 2008,Panel discussion,general_faq
